AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
1900,,徐中立,,,黃興印章,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDE=,國立國父紀念館,,藝術類\篆刻,藝術類,篆刻,國父
1900,,孫文,,,國父致康德黎手寫書信,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDI=,國立國父紀念館,,圖書文獻類\手稿,圖書文獻類,手稿,國父
1900,,,,,國父贈雄夫同志懷錶,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDM=,國立國父紀念館,,器物類\生活衣飾與用品,器物類,生活衣飾與用品,國父
1900,,陳少白,,,陳少白書法,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDQ=,國立國父紀念館,16 x 29 cm,藝術類\書法,藝術類,書法,國父
1900,,陳少白,,,陳少白書法,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDQ=,國立國父紀念館,16 x 29 cm,藝術類\書法,藝術類,書法,國父
1900,,孫文,,,天下為公,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDU=,國立國父紀念館,141 x 38 cm,藝術類\書法,藝術類,書法,國父
1900,,孫文,,,天下為公,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDU=,國立國父紀念館,141 x 38 cm,藝術類\書法,藝術類,書法,國父
1900,,吳稚暉,,,書法對聯,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDY=,國立國父紀念館,,藝術類\書法,藝術類,書法,國父
1900,,吳稚暉,,,書法對聯,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDY=,國立國父紀念館,,藝術類\書法,藝術類,書法,國父
1900,,羅家倫,,,五五的新認識,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDc=,國立國父紀念館,,圖書文獻類\手稿,圖書文獻類,手稿,國父
1900,,孫文,,,國父贈松本先生「博愛」墨寶,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDg=,國立國父紀念館,,藝術類\書法,藝術類,書法,國父
1900,,孫文,,,國父贈松本先生「博愛」墨寶,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=MV8wMDg=,國立國父紀念館,,藝術類\書法,藝術類,書法,國父
1900,,嚴家淦,,,建國復國大業史畫,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QQ==,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,嚴家淦,,,建國復國大業史畫,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QQ==,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,王健民（撰）、張維翰（書）,,,序,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QV8x,國立國父紀念館,92 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,王健民（撰）、張維翰（書）,,,序,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QV8x,國立國父紀念館,92 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,施俊文（撰）、陳子和（書）,,,跋,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QV8y,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,施俊文（撰）、陳子和（書）,,,跋,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QV8y,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,王健民（撰）、倪文亞（書）,,,國父與國民革命,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTE=,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,王健民（撰）、倪文亞（書）,,,國父與國民革命,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTE=,國立國父紀念館,90 x 105 cm,藝術類\書法,藝術類,書法,國父
1900,,項達言（撰文）、楊亮功（書法）、李奇茂（繪畫）,,,首創革命,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDE=,國立國父紀念館,91 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、楊亮功（書法）、李奇茂（繪畫）,,,首創革命,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDE=,國立國父紀念館,91 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、袁守謙（書法）、李奇茂（繪畫）,,,創立興中會,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDI=,國立國父紀念館,90 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、袁守謙（書法）、李奇茂（繪畫）,,,創立興中會,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDI=,國立國父紀念館,90 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、葉公超（書法）、李奇茂（繪畫）,,,採用青天白日旗,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDM=,國立國父紀念館,90 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、葉公超（書法）、李奇茂（繪畫）,,,採用青天白日旗,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDM=,國立國父紀念館,90 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、蔣彥士（書法）、李奇茂（繪畫）,,,倫敦蒙難,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDQ=,國立國父紀念館,92 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、蔣彥士（書法）、李奇茂（繪畫）,,,倫敦蒙難,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDQ=,國立國父紀念館,92 x 95 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、陳雪屏（書法）、李奇茂（繪畫）,,,完成三民主義主張,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDU=,國立國父紀念館,90 x 94 cm,藝術類\水墨畫,藝術類,水墨畫,國父
1900,,項達言（撰文）、陳雪屏（書法）、李奇茂（繪畫）,,,完成三民主義主張,https://collections.culture.tw/Object.aspx?SYSUID=19&RNO=QTFfMDU=,國立國父紀念館,90 x 94 cm,藝術類\水墨畫,藝術類,水墨畫,國父
